,place,latitude,longitude
2808,"Houma, LA, USA",29.59577,-90.719536
2809,"Cimarron Hills, CO, USA",38.858604,-104.69886
2810,"Ball, LA, USA",31.418116,-92.413216
2811,"Cahokia, IL, USA",38.570885,-90.190109
2812,"Abbeville, LA, USA",29.974649,-92.134293
2813,"Three Lakes, Wisconsin, USA",45.798218,-89.162628
2814,"Gypsum, CO, USA",39.646931,-106.951714
2815,"Susanville, CA, USA",40.416283,-120.653008
2816,"Manvel, TX, USA",29.462736,-95.357994
2817,"Calvert City, KY, USA",37.03339,-88.350037
2818,"Greensboro, AL, USA",32.704575,-87.59584
2819,"Albert Lea, MN, USA",43.6478,-93.368652
2820,"Summerland Key, FL, USA",24.661337,-81.444847
2821,"Poquoson, VA, USA",37.120907,-76.333694
2822,"Gregory, MI, USA",42.458366,-84.084396
2823,"Mount Vernon, TX, USA",33.192158,-95.230522
2824,"Olean, NY, USA",42.083637,-78.429924
2825,"Roxbury Township, NJ, USA",40.869328,-74.663467
2826,"Loranger, LA, USA",30.635744,-90.398148
2827,"Pearce, AZ, USA",31.905087,-109.820625
2828,"Davis, WV, USA",39.128719,-79.464775
2829,"Arcata, CA, USA",40.866516,-124.08284
2830,"Angels Camp, CA, USA",38.067783,-120.538528
2831,"Vicksburg, MS, USA",32.363724,-90.891266
2832,"Fallbrook, CA, USA",33.376419,-117.251144
2833,"Harmony, NJ, USA",40.746765,-75.137398
2834,"Phillipsburg, NJ, USA",40.695217,-75.19558
2835,"Easton, PA, USA",40.688431,-75.220734
2836,"Red Chute, LA, USA",32.555984,-93.613235
2837,"Mill Creek, WA, USA",47.860096,-122.2043
2838,"Florence, OR, USA",43.98262,-124.099838
2839,"Sedalia, MO, USA",38.714447,-93.24028
2840,"Rochester, VT, USA",43.874565,-72.808022
2841,"Hermann, MO, USA",38.704212,-91.437386
2842,"Woodbury, NJ, USA",39.838169,-75.152679
2843,"Park Hill, Denver, CO, USA",39.756138,-104.9272
2844,"Hutchins, TX, USA",32.6493,-96.713051
2845,"Pearl, Mississippi, USA",32.002098,-90.198975
2846,"El Sobrante, CA, USA",37.980469,-122.300835
2847,"Florida, NY, USA",41.332741,-74.356667
2848,"Santa Teresa, NM, USA",31.864729,-106.635361
2849,"Abingdon, VA, USA",36.709831,-81.977348
2850,"Lineville, AL, USA",33.311306,-85.754257
2851,"Vineyard Haven, MA, USA",41.454281,-70.603638
2852,"Williamstown, Monroe Township, NJ, USA",39.686226,-74.995171
2853,"Hewlett, NY, USA",40.643158,-73.695686
2854,"Bottineau, ND, USA",48.827229,-100.445702
2855,"Malaga, CA, USA",36.683559,-119.733749
2856,"Indian Trail, NC, USA",35.081707,-80.656815
2857,"Longboat Key, FL, USA",27.412542,-82.658989
2858,"Robstown, TX, USA",27.790302,-97.668884
2859,"Bandera, TX, USA",29.727713,-99.071442
2860,"Webster, FL, USA",28.611198,-82.054398
2861,"Clinton, MO, USA",38.372887,-93.756638
2862,"Smithville, MO, USA",39.390041,-94.585075
2863,"Fredonia, WI, USA",43.470554,-87.950645
2864,"Two Harbors, MS, USA",47.022713,-91.670731
2865,"Lake Dallas, TX, USA",33.119286,-97.025566
2866,"Ione, CA, USA",38.352692,-120.932716
2867,"Everglades, FL, USA",25.858244,-81.385071
2868,"Sand Springs, OK, USA",36.139809,-96.108894
2869,"La Mirada, CA, USA",33.919006,-118.010506
2870,"Edenton, NC, USA",36.057938,-76.607719
2871,"Denville, NJ, USA",40.892323,-74.477379
2872,"Burlington, MA, USA",42.508045,-71.197929
2873,"Bainbridge Island, WA, USA",47.629536,-122.524162
2874,"Purvis, MS, USA",31.143234,-89.40979
2875,"Pleasanton, TX, USA",28.967194,-98.47863
2876,"Franklin Township, Indianapolis, IN, USA",39.692394,-86.028786
2877,"Weiser, ID, USA",44.250999,-116.96933
2878,"Ocean City, MD, USA",38.336502,-75.084908
2879,"Guerneville, CA, USA",38.501858,-122.996109
2880,"Goodland, KS, USA",39.356602,-101.711082
2881,"North Valley, NM, USA",35.173378,-106.62336
2882,"McCall, ID, USA",44.913277,-116.104202
2883,"Auburn, IN, USA",41.365471,-85.065079
2884,"Danville, KY, USA",37.645634,-84.772171
2885,"Ferndale, MI, USA",42.459942,-83.142471
2886,"Lynbrook, NY, USA",40.654823,-73.671799
2887,"Alfred, NY, USA",42.254238,-77.79055
2888,"Dover, OH, USA",40.520618,-81.474007
2889,"Parkville, MD, USA",39.378231,-76.538055
2890,"Miami, OK, USA",36.881817,-94.87175
2891,"Lafayette, CO, USA",40.000267,-105.100021
2892,"Erie, CO, USA",40.050262,-105.04998
2893,"Berkley, CO, USA",39.804844,-105.022263
2894,"Littleton, CO, USA",39.613319,-105.016647
2895,"Greenwood Village, CO, USA",39.61721,-104.950813
2896,"Castlewood, Centennial, CO, USA",39.58532,-104.905525
2897,"Florence, AZ, USA",33.031452,-111.387344
2898,"Summit Park, UT, USA",40.745781,-111.611595
2899,"Argyle, TX, USA",33.123753,-97.184547
2900,"Nanuet, NY, USA",41.094875,-74.009743
2901,"Orchard Park, NY, USA",42.764153,-78.75206
2902,"East Brunswick, NJ, USA",40.432838,-74.399071
2903,"Suwanee, GA, USA",34.051491,-84.071297
2904,"Aylett, VA, USA",37.788624,-77.109947
2905,"East Amwell Township, NJ, USA",40.438587,-74.857407
2906,"Winchester, IN, USA",40.171989,-84.981354
2907,"Hutto, TX, USA",30.542747,-97.550011
2908,"East Bernard, TX, USA",29.532393,-96.067459
2909,"Hermitage, Nashville, TN, USA",36.196167,-86.622498
2910,"Pahrump, NV, USA",36.21104,-115.992279
2911,"Ritzville, WA, USA",47.127373,-118.379974
2912,"Orange, TX, USA",30.102365,-93.744278
2913,"Anthony, NM, USA",32.00399,-106.605827
2914,"Fitchburg, WI, USA",43.002316,-89.424095
2915,"Fairhope, AL, USA",30.524412,-87.892685
2916,"Douglas, AZ, USA",31.350119,-109.570084
2917,"Croton-on-Hudson, NY, USA",41.210171,-73.898506
2918,"Powdersville, SC, USA",34.794636,-82.482948
2919,"Sutter, CA, USA",39.163074,-121.750145
2920,"Asherton, TX, USA",28.4436,-99.758942
2921,"Matawan, NJ, USA",40.414829,-74.229591
2922,"Gardnerville, NV, USA",38.941296,-119.749619
2923,"Haslet, TX, USA",32.974846,-97.347794
2924,"Frisco, CO, USA",39.574432,-106.097519
2925,"Aptos, CA, USA",36.980614,-121.892624
2926,"McPherson, KS, USA",38.370842,-97.664207
2927,"Englewood, CO, USA",39.649055,-104.976425
2928,"Chapel Hill, NC, USA",35.9132,-79.055847
2929,"Marfa, TX, USA",30.313618,-104.027481
2930,"McKittrick, CA, USA",35.305519,-119.622627
2931,"Seymour, MO, USA",37.146439,-92.768784
2932,"Mount Ephraim, NJ, USA",39.878448,-75.092674
2933,"Gretna, NE, USA",41.152809,-96.240921
2934,"Micco, FL, USA",27.879143,-80.497513
2935,"Sequim, WA, USA",48.079536,-123.101845
2936,"Medicine Lodge, KS, USA",37.286072,-98.585129
2937,"Thermal, CA, USA",33.640263,-116.142235
2938,"Lake Mary, Orlando, FL, USA",28.762241,-81.318398
2939,"Plevna, MT, USA",46.415283,-104.517731
2940,"Ewing Township, NJ, USA",40.259987,-74.790909
2941,"Purcell, OK, USA",35.017628,-97.36702
2942,"Willits, CA, USA",39.409607,-123.355568
2943,"Calistoga, CA, USA",38.578796,-122.579704
2944,"Logan, OH, USA",39.531254,-82.409393
2945,"Belle Chasse, LA, USA",29.854929,-89.990623
2946,"Effingham, NH, USA",43.761189,-70.996452
2947,"Piggott, AS, USA",36.382839,-90.190651
2948,"Montpelier, VT, USA",44.260059,-72.575386
2949,"Meads, KY, USA",38.412582,-82.709053
2950,"Tortolita, AZ, USA",32.404446,-111.048889
2951,"Danvers, MA, USA",42.575001,-70.932121
2952,"El Cerrito, CA, USA",37.916134,-122.310768
2953,"Stowe, VT, USA",44.475277,-72.702225
2954,"Bergenfield, NJ, USA",40.927601,-73.99736
2955,"Chino Valley, AZ, USA",34.757523,-112.453781
2956,"St. Pete Beach, FL, USA",27.724722,-82.741943
2957,"Norwich, VT, USA",43.715347,-72.307869
2958,"Solana Beach, CA, USA",33.000603,-117.268753
2959,"Celina, TX, USA",33.325939,-96.779251
2960,"Bridgeport, NY, USA",43.155346,-75.96936
2961,"Kinder, LA, USA",30.485479,-92.8507
2962,"Clearlake, CA, USA",38.958233,-122.626373
2963,"Italy, TX, USA",32.146549,-96.870232
2964,"Eden, NC, USA",36.488472,-79.766701
2965,"Beverly Hills, FL, USA",28.916925,-82.458153
2966,"Crystal River, FL, USA",28.902479,-82.592598
2967,"Bloomfield, IA, USA",40.751686,-92.414909
2968,"San Leon, Galveston Bay, TX, US",29.487425,-94.922562
2969,"San Leon, TX, USA",29.483286,-94.92215
2970,"Wells, ME, USA",43.322231,-70.580521
2971,"Winston, OR, USA",43.122337,-123.412575
2972,"Vienna, VA, USA",38.901222,-77.265259
2973,"Tavares, FL, USA",28.804157,-81.725632
2974,"Nahunta, GA, USA",31.209278,-81.978951
2975,"Coldwater, MI, USA",41.940327,-85.000519
2976,"Ozone Park, Queens, NY, USA",40.681938,-73.846146
2977,"Shallotte, NC, USA",33.973228,-78.385834
2978,"Guthrie, OK, USA",35.878937,-97.425316
2979,"Fort Drum, NY, USA",44.042332,-75.758163
2980,"Bethany Beach, Delaware, USA",38.539555,-75.055183
2981,"Blythewood, SC, USA",34.214317,-80.973976
2982,"Mount Pleasant, NC, USA",35.401085,-80.428505
2983,"Batavia, NY, USA",42.998116,-78.187515
2984,"Calico, CA, USA",34.948891,-116.864166
2985,"Putnam Valley, NY, USA",41.335926,-73.874023
2986,"Sergeant Bluff, IA, USA",42.402981,-96.358841
2987,"Waupaca, WI, USA",44.358036,-89.085945
2988,"Marble Falls, TX, USA",30.578245,-98.272797
2989,"Port Hadlock-Irondale, WA, USA",48.036144,-122.773849
2990,"Decatur, GA, USA",33.77483,-84.29631
2991,"Circleville, OH, USA",39.600616,-82.946014
2992,"London, OH, USA",39.896042,-83.444595
2993,"Abilene, KS, USA",38.925228,-97.211838
2994,"Lewiston, NY, USA",43.177139,-79.030838
2995,"Port Lavaca, TX, USA",28.614998,-96.626091
2996,"Southport, NY, USA",42.05949,-76.830826
2997,"Elkins, WV, USA",38.930573,-79.846916
2998,"Abbeville, SC, USA",34.181702,-82.378578
2999,"Harrington, DE, USA",38.928432,-75.572548
3000,"Mineral Wells, TX, USA",32.816132,-98.112717
3001,"Table Mesa, CO, USA",39.97998,-105.252563
3002,"Stanford, CA, USA",37.424107,-122.166077
3003,"Rutland, IA, USA",42.759743,-94.292297
3004,"Port Orchard, WA, USA",47.540375,-122.636246
3005,"Parma Heights, OH, USA",41.39587,-81.759224
3006,"Alice, TX, USA",27.75647,-98.077011
3007,"Dalton Gardens, ID, USA",47.72963,-116.770187
3008,"West Peoria, IL, USA",40.692539,-89.627876
3009,"Myrtle Creek, OR, USA",43.020119,-123.293121
3010,"Placerville, CA, USA",38.729626,-120.798546
3011,"Lake Wales, FL, USA",27.907059,-81.594772
3012,"Staunton, VA, USA",38.149574,-79.071693
3013,"Knox, IN, USA",41.301025,-86.620758
3014,"Palatine, IL, USA",42.114525,-88.036537
3015,"Bryn Mawr, PA, USA",40.024197,-75.318314
3016,"Hermitage, PA, USA",41.236511,-80.453911
3017,"Mansfield, LA, USA",32.018555,-93.717499
3018,"Mosinee, WI, USA",44.793022,-89.703178
3019,"Manson, WA, USA",47.886189,-120.162109
3020,"Dorset, VT, USA",43.256207,-73.099594
3021,"Boardman, OH, USA",41.024227,-80.662849
3022,"Norwalk, OH, USA",41.242554,-82.61573
3023,"Columbia Falls, MT, USA",48.38818,-114.180222
3024,"Grand Chute, WI, USA",44.28159,-88.438408
3025,"Benson, AZ, USA",31.967861,-110.294518
3026,"Arroyo Grande, CA, USA",35.118587,-120.590729
3027,"Whiteville, NC, USA",34.345703,-78.708115
3028,"Perryville, MO, USA",37.72422,-89.861221
3029,"Griffin, GA, USA",33.204224,-84.282303
3030,"South Hampton, NH, USA",42.882881,-70.962837
3031,"Continental, OH, USA",41.100327,-84.266335
3032,"Talladega, AL, USA",33.435944,-86.105804
3033,"Cody, WY, USA",44.52634,-109.056534
3034,"Rogersville, Missouri, USA",37.115978,-93.060722
3035,"Del Valle, Austin, TX, USA",30.210768,-97.654724
3036,"Plaquemine, LA, USA",30.298204,-91.242142
3037,"Crossville, TN, USA",35.963558,-85.02388
3038,"Hurricane, WV, USA",38.440681,-82.014999
3039,"Ranchettes, WY, USA",41.218475,-104.790932
3040,"Elk City, Ok, USA",35.402485,-99.446182
3041,"Cresson, TX, USA",32.532639,-97.617805
3042,"Careywood, ID, USA",48.03511,-116.643005
3043,"Beachwood, NJ, USA",39.939224,-74.192558
3044,"Mason, TX, USA",30.759539,-99.222336
3045,"Adrian, MI, USA",41.897549,-84.037163
3046,"Morehead, KY, USA",38.183971,-83.432686
3047,"Gaston, SC, USA",33.819374,-81.10228
3048,"Malvern, AR, USA",34.366112,-92.816963
3049,"Mount Juliet, TN, USA",36.207714,-86.513901
3050,"North Bend, WA, USA",47.502357,-121.797867
3051,"Fostoria, OH, USA",41.156944,-83.419876
3052,"Leland, MI, USA",45.022961,-85.760178
3053,"Detroit Lakes, MN, USA",46.827316,-95.84816
3054,"Piney Point, MD, USA",38.138336,-76.512222
3055,"Bellaire, TX, USA",29.716681,-95.458145
3056,"Bamberg, SC, USA",33.2971,-81.034821
3057,"Marshfield, MA, USA",42.091743,-70.705589
3058,"Cinco Ranch, TX, USA",29.738842,-95.758003
3059,"Emerald, NE, USA",40.816929,-96.835556
3060,"Ropesville, TX, USA",33.413673,-102.156197
3061,"Elmira, OR, USA",44.065678,-123.355377
3062,"Coralville, Iowa, USA",41.685734,-91.599709
3063,"Newcastle, TX, USA",33.19474,-98.73568
3064,"California, MD, USA",38.301792,-76.511192
3065,"Seminole, FL, USA",27.839746,-82.791214
3066,"Dry Ridge, KY, USA",38.682831,-84.591805
3067,"Cameron, TX, USA",30.858027,-96.975975
3068,"Barrington, IL, USA",42.159332,-88.138847
3069,"Catawba, SC, USA",34.852917,-80.903595
3070,"Swansboro, NC, USA",34.689404,-77.116982
3071,"Alpena, Michigan, USA",45.069157,-83.437386
3072,"Pinnacle, NC, USA",36.332829,-80.438805
3073,"Mars, PA, USA",40.696518,-80.010857
3074,"Benson, AZ, USA",31.977795,-110.293121
3075,"Harrison, AR, USA",36.229794,-93.107674
3076,"Putney, VT, USA",42.979034,-72.520409
3077,"Park Falls, WI, USA",45.940647,-90.441513
3078,"Plumas Lake, California, USA",39.022118,-121.558487
3079,"Gold Beach, OR, USA",42.407333,-124.421776
3080,"Heber Springs, AR, USA",35.491467,-92.031258
3081,"Okemos, Meridian Charter Township, MI, USA",42.728855,-84.421005
3082,"Bluffton, SC, USA",32.237148,-80.86039
3083,"Carmi, IL, USA",38.092957,-88.15155
3084,"Haughton, LA, USA",32.533283,-93.504807
3085,"Sumterville, Florida, USA",28.747494,-82.063065
3086,"Needles, CA, USA",34.848061,-114.614128
3087,"Garden City, NY, USA",40.728657,-73.631744
3088,"Tumalo, OR, USA",44.149841,-121.330872
3089,"Three Rivers, CA, USA",36.440617,-118.895416
3090,"Cadiz, Kentucky, USA",36.867809,-87.83432
3091,"Black Hawk, CO, USA",39.79792,-105.493301
3092,"Mulberry, FL, USA",27.896742,-81.962128
3093,"Lewistown, Pennsylvania, USA",40.606915,-77.56691
3094,"Yucca Valley, CA, USA",34.114174,-116.432236
3095,"Chatsworth, GA, USA",34.768803,-84.774902
3096,"Roseway, Portland, OR, USA",45.548325,-122.588303
3097,"Tiffin, OH, USA",41.119038,-83.177628
3098,"Brazoria, TX, USA",29.045006,-95.557983
3099,"Alton, TX, USA",26.2904,-98.311981
3100,"Rock Falls, IL, USA",41.781605,-89.687027
3101,"Warrington, Pensacola, FL, USA",30.382648,-87.278481
3102,"Hubbard, OH, USA",41.150429,-80.569885
3103,"Bellbrook, OH, USA",39.638321,-84.068207
3104,"Plainfield, IL, USA",41.615913,-88.204071
3105,"Ross, CA, USA",37.962296,-122.555443
3106,"Garden City, Greeley, CO, USA",40.391418,-104.687401
3107,"Farmington, CT, USA",41.736698,-72.793388
3108,"Greenwood, AR, USA",35.222458,-94.251846
3109,"Waverly, IA, USA",42.727947,-92.469452
3110,"Baraga, MI, USA",46.779537,-88.490135
3111,"Bryant, AR, USA",34.604614,-92.484558
3112,"Cut Off, LA, USA",29.545252,-90.337524
3113,"Gibsland, LA, the US",32.546726,-93.052208
3114,"Grand Rapids, MN, USA",47.24041,-93.521255
3115,"Montrose, CO, USA",38.478321,-107.876175
3116,"Laurel, Richmond, VA, USA",37.646152,-77.511429
3117,"Ellettsville, IN, USA",39.235405,-86.622765
3118,"Marble Falls, TX, USA",30.587917,-98.270782
3119,"Logan Township, NJ, USA",39.789387,-75.341904
3120,"Kelso, WA, USA",46.147106,-122.907677
3121,"Liberty Hill, TX, USA",30.667152,-97.92646
3122,"Jessup, MD, USA",39.149498,-76.776154
3123,"Wildernest, CO, USA",39.618252,-106.094368
3124,"North Redington Beach, FL, USA",27.814787,-82.812881
3125,"Bluffton, SC, USA",32.240246,-80.859421
3126,"Rifle, CO, USA",39.534702,-107.783119
3127,"Piermont, NY, USA",41.041168,-73.917236
3128,"Carmel Valley, CA, USA",36.4799,-121.732796
3129,"Grampian, PA, USA",40.965893,-78.613083
3130,"Oak Brook, IL, USA",41.840794,-87.952377
3131,"Old Orchard Beach, ME, USA",43.514805,-70.380875
3132,"Fort Fairfield, ME, USA",46.772732,-67.83564
3133,"Gatlinburg, TN, USA",35.714321,-83.510391
3134,"Wright, WY, USA",43.752312,-105.489136
3135,"Oyster Bay, NY, USA",40.865635,-73.532326
3136,"Franklinton, LA, USA",30.847425,-90.154503
3137,"Avinger, TX, USA",32.90012,-94.556793
3138,"Chelmsford, MA, USA",42.598713,-71.363625
3139,"Barnsdall Art Park, CA, USA",34.100376,-118.29464
3140,"Luna Park in Coney Island, NY, USA",40.575245,-73.978577
3141,"Liberty State Park, NJ, USA",40.703693,-74.052315
3142,"Honeymoon Island State Park, FL, USA",28.063587,-82.831558
3143,"Kings Island, OH, USA",39.345097,-84.272026
3144,"LEGOLAND Florida Resort, FL, USA",27.988932,-81.691345
3145,"Stone Mountain Park, GA, USA",33.805359,-84.145882
3146,"Williamsbridge Oval, NY, USA",40.877319,-73.878029
3147,"Memorial Skatepark, Colorado Springs, CO, USA",38.832462,-104.796875
3148,"Lummus Park, Miami Beach, FL, USA",25.781084,-80.130119
3149,"Venice Beach Skatepark, CA, USA",33.987164,-118.475601
3150,"Brooklyn Bridge Park, New York, USA",40.699215,-73.999039
3151,"The High Line, NY, USA",40.747993,-74.00489
3152,"The National Mall, Washington, USA",38.887161,-77.037331
3153,"Universal Orlando Resort, FL, USA",28.474386,-81.468193
3154,"Disney Springs, FL, USA",28.37097,-81.519249
3155,"Magic Kingdom Park, FL, USA",28.417665,-81.581238
3156,"The Battery, New York, USA",40.703564,-74.016678
3157,"Bryant Park, New York, USA",40.753742,-73.983559
3158,"Kona Skate Park, Florida, USA",30.323277,-81.564995
3159,"Whirlpool State Park, Niagara Falls, NY, the US",43.117001,-79.060997
3160,"Bayfront Park, Miami, FL, USA",25.775,-80.185997
3161,"David Crockett State Park, Lawrenceburg, TN, the USA",35.263,-87.362
3162,"Paul Johns Neighborhood Park, Smyrna, TN, USA",35.960777,-86.580948
3163,"Minnehaha Park, Minneapolis, MN, USA",44.915001,-93.209999
3164,"Golden Gate Park, San Francisco, CA, USA",37.769722,-122.476944
3165,"City Park, LA, USA",30.001667,-90.092781
3166,"Forest Park, St Louis, MO, USA",38.638901,-90.284599
3167,"Universal’s Islands of Adventure, Orlando, FL, USA",28.47109,-81.471565
3168,"Epcot, Orlando, FL, USA",28.374382,-81.549416
3169,"Anza-Borrego Desert State Park, Borrego Springs, CA, USA",33.101543,-116.301476
3170,"Temeku Hills Park, Temecula, CA, USA",33.525002,-117.112495
3171,"Glacial Lakes State Park, Starbuck, MN, USA",45.541313,-95.531502
3172,"Bird Island Reserve, Sunset Beach, NC, USA",33.868526,-78.531075
3173,"Hopkinton State Park, Hopkinton, MA, USA",42.261456,-71.519447
3174,"Pleasanton Ridge, Sunol, CA, USA",37.639378,-121.916069
3175,"Rogers-Lakewood Park, Valparaiso, IN, USA",41.516911,-87.065491
3176,"Donald Lamoreaux Park, Grand Rapids, MI, USA",43.044846,-85.646042
3177,"McKinney Falls State Park, Austin, TX, USA",30.180359,-97.721741
3178,"Redbud Valley, Tulsa, OK, USA",36.219463,-95.797997
3179,"Lafayette Park, Washington DC, USA",38.899536,-77.036552
3180,"Walt Disney World, Orlando, FL, USA",28.385233,-81.563873
3181,"University Park, TX, USA",32.855038,-96.797592
3182,"Graham Hills Park, Mount Pleasant, Pleasantville, NY, USA",41.117912,-73.796997
3183,"Talbert Regional Park, Costa Mesa, CA, USA",33.646481,-117.94912
3184,"Bithlo Community Park, Orlando, FL, USA",28.559692,-81.10202
3185,"Mill Creek Park, Youngstown, OH, USA",41.098927,-80.676628
3186,"Edisto Beach State Park, Edisto Island, SC, USA",32.510651,-80.286995
3187,"Jacobson Park, Lexington, KY, USA",37.987938,-84.419792
3188,"Spring City Park, Spring City, TN, USA",35.6889,-84.853401
3189,"Jungle Hut Road Park, Palm Coast, FL, USA",29.584776,-81.177689
3190,"Anastasia State Park, Augustine, FL, USA",29.875853,-81.280891
3191,"Juno Beach Park, Juno Beach, FL, USA",26.89307,-80.05822
3192,"Seward Park, Seattle, WA, USA",47.550259,-122.264847
3193,"Northacres Park, Seattle, WA, USA",47.72179,-122.327209
3194,"Myrtle Edwards Park, Seattle, WA, USA",47.620598,-122.361816
3195,"McCurdy Park, Seattle, WA, USA",47.644897,-122.301765
3196,"Me-Kwa-Mooks Park, Seattle, WA, USA",47.56345,-122.404251
3197,"Lakeview Park, Seattle, WA, USA",47.62212,-122.284554
3198,"Kiwanis Ravine Corridor Trail, Seattle, WA, USA",47.664944,-122.401909
3199,"Kinnear Park, Seattle, WA, USA",47.627316,-122.366882
3200,"Interlaken Park, Seattle, WA, USA",47.635471,-122.308403
3201,"Golden Gardens Park Seattle, Seattle, WA, USA",47.689709,-122.402328
3202,"Genesee Park and Playfield, Seattle, WA, USA",47.564445,-122.278511
3203,"Green Lake Park, Seattle, WA, USA",47.681568,-122.341133
3204,"Gas Works Park, Seattle, WA, USA",47.64563,-122.334351
3205,"Frink Park, Seattle, WA, USA",47.59922,-122.290833
3206,"Fremont Peak Park, Seattle, WA, USA",47.661133,-122.356567
3207,"Hamilton Viewpoint Park, Seattle, WA, USA",47.593296,-122.386024
3208,"Chief Sealth Trail, Seattle, WA, USA",47.538376,-122.289772
3209,"Leonard Park, Speedway, IN, USA",39.785107,-86.253067
3210,"Veterans Park, Broomall, PA, USA",39.968761,-75.351059
3211,"Cordelia Park, Charlotte, NC, USA",35.238567,-80.816238
3212,"Goodale Park, Columbus, OH, USA",39.97504,-83.006912
3213,"Lake Avenue Playground and Beach, Seaside Heights, NJ, USA",39.936165,-74.079407
3214,"Scioto Audubon Metro Park, Columbus, OH, USA",39.94614,-83.005859
3215,"Roosevelt Park, Newton, KS, USA",38.049065,-97.333076
3216,"Denny Blaine Park, Seattle, WA, USA",47.620232,-122.280396
3217,"Louis J. Jenn Memorial Park, Indianapolis, IN, USA",39.876183,-85.979271
3218,"Lee Road Park, Indianapolis, IN, USA",39.86821,-85.997719
3219,"Harrison Community Park, Indianapolis, IN, USA",39.853878,-86.004181
3220,"Explorer Park, Lawrence, IN, USA",39.848373,-86.035591
3221,"Alexander Park, Lawrence, IN, USA",39.845444,-86.015747
3222,"Lt. Jr. Grade Graham Edward Martin Park, Indianapolis, USA",39.786484,-86.174042
3223,"Paul Ruster Park, Indianapolis, IN, USA",39.759373,-85.963799
3224,"Oscar Charleston Park, Indianapolis, IN, USA",39.810253,-86.116142
3225,"Juan Solomon Park, Indianapolis, IN, USA",39.867527,-86.187675
3226,"Perry Park, Indianapolis, IN, USA",39.650543,-86.154648
3227,"Little Sugar Creek Greenway, Charlotte, NC, USA",35.217571,-80.833
3228,"Meadowood Park, Speedway, IN, USA",39.804939,-86.262741
3229,"Krannert Park, Indianapolis, IN, USA",39.757313,-86.267448
3230,"Northwestway Park, Indianapolis, IN, USA",39.866463,-86.250793
3231,"Alki Beach Park, Seattle, WA, USA",47.579098,-122.411263
3232,"Park Road Park, Charlotte, NC, USA",35.150837,-80.851662
3233,"William Blair Jr. Park, Dallas, TX, USA",32.740562,-96.745956
3234,"The Great Trinity Forest, Dallas, TX, USA",32.695732,-96.71917
3235,"Rev Mozel Sanders Park, Indianapolis, IN, USA",39.787155,-86.197762
3236,"Reverchon Park, Dallas, TX, USA",32.800884,-96.815849
3237,"Chadwick Arboretum, Columbus, OH, USA",40.002731,-83.028114
3238,"Lake People Park (Xacua'bs), Seattle, WA, USA",47.56918,-122.291954
3239,"Trammell Crow Park, Dallas, TX, USA",32.78968,-96.835114
3240,"Lake Cliff Park, Dallas, TX, USA",32.756466,-96.819313
3241,"Turtle Creek Park, Dallas, TX, USA",32.809189,-96.801971
3242,"Klyde Warren Park, Dallas, TX, USA",32.789364,-96.801781
3243,"Schiller Park, Columbus, OH, USA",39.941738,-82.992172
3244,"Eleanor Tinsley Park, Houston, TX, USA",29.761671,-95.378052
3245,"San Antonio River Walk, Charlotte, NC, USA",29.422743,-98.489265
3246,"South Dallas/Fair Park, Dallas, TX, USA",32.779324,-96.744049
3247,"Grand View Park, San Francisco, CA, USA",37.756264,-122.471848
3248,"Beer Sheva Park, Seattle, WA, USA",47.524395,-122.263405
3249,"Mission Dolores Park, San Francisco, CA, USA",37.759773,-122.427063
3250,"Corona Heights Park, San Francisco, CA, USA",37.765488,-122.438812
3251,"Glen Canyon Park, San Francisco, CA, USA",37.741558,-122.443184
3252,"Duboce Park Dog Play Area, San Francisco, CA, USA",37.769562,-122.432487
3253,"Buena Vista Park, San Francisco, CA, USA",37.768204,-122.441772
3254,"Bernal Heights Park, San Francisco, CA, USA",37.743465,-122.413132
3255,"Balboa Park, San Francisco, CA, USA",37.725353,-122.445496
3256,"Angel Island State Park, Tiburon, CA, USA",37.86713,-122.430779
3257,"San Francisco Maritime National Historical Park, San Francisco, CA, USA",37.807743,-122.424149
3258,"Austin Bluffs, Colorado Springs, CO, USA",38.901104,-104.799973
3259,"Monument Valley Park, Colorado Springs, CO, USA",38.848572,-104.829117
3260,"Tropical Park, Miami, FL, USA",25.731859,-80.324898
3261,"Museum Park, Miami, FL, USA",25.784231,-80.187248
3262,"Bayfront Park, Miami, FL, USA",25.774948,-80.185989
3263,"Memorial Park, Colorado Springs, CO, USA",38.830093,-104.799355
3264,"Mississippi National River and Recreation Area, St.Paul, MN, USA",44.926041,-93.118187
3265,"Northeast Park, Gibsonville, NC, USA",36.168823,-79.606689
3266,"Alvin Larkins Park, Seattle, WA, USA",47.614506,-122.288727
3267,"South Park, San Francisco, USA",37.781372,-122.394241
3268,"Mountain Lake Park, Funston Ave, San Francisco, CA, USA",37.78775,-122.468773
3269,"John McLaren Park, San Francisco, CA, USA",37.719311,-122.419373
3270,"USS San Francisco Memorial, San Francisco, CA, USA",37.783085,-122.511177
3271,"Palmer Park, Colorado Springs, CO, USA",38.877232,-104.774529
3272,"Denny Park, Seattle, WA, USA",47.619053,-122.340935
3273,"Garden Of The Gods, Colorado Springs, CO, USA",38.878445,-104.869789
3274,"Washington Park, Chicago, IL, USA",41.794552,-87.614731
3275,"Millennium Park, Chicago, IL, USA",41.882702,-87.619392
3276,"Marquette Park, Chicago, IL, USA",41.765652,-87.699074
3277,"Lincoln Park, Chicago, IL, USA",41.925709,-87.633636
